,tweet_id,timestamp,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,stage,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
0,892177421306343426,2017-08-01 00:17:27 +0000,,,,https://twitter.com/dog_rates/status/892177421306343426/photo/1,13,10,Tilly,,6514,33819,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,chihuahua,0.323581,True,pekinese,0.0906465,True,papillon,0.0689569,True
1,891815181378084864,2017-07-31 00:18:03 +0000,,,,https://twitter.com/dog_rates/status/891815181378084864/photo/1,12,10,Archie,,4328,25461,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True
2,891327558926688256,2017-07-29 16:00:24 +0000,,,,"https://twitter.com/dog_rates/status/891327558926688256/photo/1,https://twitter.com/dog_rates/status/891327558926688256/photo/1",12,10,Franklin,,9774,41048,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,basset,0.555712,True,english_springer,0.2257699999999999,True,german_short-haired_pointer,0.175219,True
3,891087950875897856,2017-07-29 00:08:17 +0000,,,,https://twitter.com/dog_rates/status/891087950875897856/photo/1,13,10,None,,3261,20562,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,chesapeake_bay_retriever,0.425595,True,irish_terrier,0.116317,True,indian_elephant,0.0769021999999999,False
4,890971913173991426,2017-07-28 16:27:12 +0000,,,,"https://gofundme.com/ydvmve-surgery-for-jax,https://twitter.com/dog_rates/status/890971913173991426/photo/1",13,10,Jax,,2158,12041,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,appenzeller,0.341703,True,border_collie,0.199287,True,ice_lolly,0.193548,False
5,890729181411237888,2017-07-28 00:22:40 +0000,,,,"https://twitter.com/dog_rates/status/890729181411237888/photo/1,https://twitter.com/dog_rates/status/890729181411237888/photo/1",13,10,None,,16716,56848,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,pomeranian,0.566142,True,eskimo_dog,0.1784059999999999,True,pembroke,0.0765069,True
6,890609185150312448,2017-07-27 16:25:51 +0000,,,,https://twitter.com/dog_rates/status/890609185150312448/photo/1,13,10,Zoey,,4429,28226,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,irish_terrier,0.4875739999999999,True,irish_setter,0.193054,True,chesapeake_bay_retriever,0.118184,True
7,890240255349198849,2017-07-26 15:59:51 +0000,,,,https://twitter.com/dog_rates/status/890240255349198849/photo/1,14,10,Cassie,doggo,7711,32467,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,pembroke,0.511319,True,cardigan,0.451038,True,chihuahua,0.0292482,True
8,890006608113172480,2017-07-26 00:31:25 +0000,,,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,,7624,31166,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,samoyed,0.957979,True,pomeranian,0.0138835,True,chow,0.00816748,True
9,889880896479866881,2017-07-25 16:11:53 +0000,,,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,5156,28268,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,french_bulldog,0.377417,True,labrador_retriever,0.151317,True,muzzle,0.0829811,False
10,889665388333682689,2017-07-25 01:55:32 +0000,,,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,None,puppo,8538,38818,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,pembroke,0.966327,True,cardigan,0.0273557,True,basenji,0.00463323,True
11,889638837579907072,2017-07-25 00:10:02 +0000,,,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,,4735,27672,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,french_bulldog,0.99165,True,boxer,0.00212864,True,staffordshire_bullterrier,0.00149818,True
12,889531135344209921,2017-07-24 17:02:04 +0000,,,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,2321,15359,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,0.953442,True,labrador_retriever,0.0138341,True,redbone,0.00795775,True
13,889278841981685760,2017-07-24 00:19:32 +0000,,,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,,5637,25652,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,saluki,0.0273507,True
14,888917238123831296,2017-07-23 00:22:39 +0000,,,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,tibetan_mastiff,0.1201839999999999,True,labrador_retriever,0.1055059999999999,True
15,888804989199671297,2017-07-22 16:56:37 +0000,,,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,labrador_retriever,0.184172,True,english_setter,0.0734817,True
16,888554962724278272,2017-07-22 00:23:06 +0000,,,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,siberian_husky,0.700377,True,eskimo_dog,0.166511,True,malamute,0.111411,True
17,888078434458587136,2017-07-20 16:49:33 +0000,,,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,french_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True
18,887705289381826560,2017-07-19 16:06:48 +0000,,,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,weimaraner,0.0262364,True
19,887473957103951883,2017-07-19 00:47:34 +0000,,,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,pembroke,0.809197,True,rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True
20,887343217045368832,2017-07-18 16:08:03 +0000,,,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,None,,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,mexican_hairless,0.330741,True,sea_lion,0.275645,False,weimaraner,0.134203,True
21,887101392804085760,2017-07-18 00:07:08 +0000,,,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,samoyed,0.733942,True,eskimo_dog,0.0350295,True,staffordshire_bullterrier,0.0297047,True
22,886983233522544640,2017-07-17 16:17:36 +0000,,,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False
23,886736880519319552,2017-07-16 23:58:41 +0000,,,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,great_pyrenees,0.186136,True,dandie_dinmont,0.0863463,True
24,886366144734445568,2017-07-15 23:25:31 +0000,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog,0.999201,True,chihuahua,0.000361178,True,boston_bull,7.55616e-05,True
25,886258384151887873,2017-07-15 16:17:19 +0000,,,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower_cap,0.0252856,False,siamese_cat,0.00284892,False
26,885984800019947520,2017-07-14 22:10:11 +0000,,,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel,0.972494,True,shih-tzu,0.00663012,True,bernese_mountain_dog,0.00623915,True
27,885528943205470208,2017-07-13 15:58:47 +0000,,,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,labrador_retriever,0.265835,True,kuvasz,0.134697,True
28,885311592912609280,2017-07-13 01:35:06 +0000,8.305833205850685e+17,4196983835.0,2017-02-12 01:04:29 +0000,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,,19297,0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True
29,885167619883638784,2017-07-12 16:03:00 +0000,,,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,None,,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,siberian_husky,0.0717125,True,eskimo_dog,0.0557697,True
30,884925521741709313,2017-07-12 00:01:00 +0000,,,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound,0.259916,True,american_staffordshire_terrier,0.198451,True,staffordshire_bullterrier,0.127725,True
31,884876753390489601,2017-07-11 20:47:12 +0000,,,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,norwich_terrier,0.106075,True,norfolk_terrier,0.0373485,True
32,884562892145688576,2017-07-11 00:00:02 +0000,,,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,french_bulldog,0.404291,True,brabancon_griffon,0.0440019,True
